id,name,grade,subject,marks
35024,Sameer Mehta,10,History,86
35025,Pallavi Gupta,10,Math,37
35026,Meera Gupta,12,Computer Science,96
35027,Vivek Nair,12,Science,45
35028,Vikram Trivedi,10,Math,48
35029,Manav Shah,11,Science,88
35030,Neha Kumar,11,Computer Science,90
35031,Rahul Bose,9,Math,99
35032,Meera Krishnan,9,History,75
35033,Aditi Pillai,11,History,99
35034,Rahul Agarwal,12,Computer Science,68
35035,Sara Trivedi,10,Geography,87
35036,Dhruv Choudhary,10,Math,36
35037,Sameer Nambiar,10,Geography,55
35038,Pooja Malhotra,12,History,82
35039,Sameer Choudhary,9,Computer Science,81
35040,Sara Choudhary,11,English,89
35041,Manav Malhotra,11,Geography,51
35042,Gaurav Kumar,9,Computer Science,70
35043,Neha Gupta,10,Geography,56
35044,Yash Nair,10,History,94
35045,Amit Saxena,11,Computer Science,78
35046,Tanya Bose,11,Computer Science,93
35047,Aarohi Nambiar,10,Geography,90
35048,Yash Nair,11,Science,46
35049,Sara Bhat,9,Computer Science,39
35050,Devansh Verma,10,Computer Science,60
35051,Yuvraj Saxena,9,Science,35
35052,Pallavi Joshi,11,Math,73
35053,Yuvraj Iyer,12,Science,84
35054,Kavya Kapoor,12,Computer Science,62
35055,Pallavi Pillai,11,History,42
35056,Riya Rao,10,Math,76
35057,Karan Trivedi,12,Science,95
35058,Yuvraj Bose,12,Math,36
35059,Sneha Pillai,12,Computer Science,83
35060,Sanya Patel,9,Science,69
35061,Rahul Kaur,10,English,51
35062,Ananya Iyer,10,History,46
35063,Yash Chauhan,11,Science,100
35064,Arjun Pillai,10,Math,58
35065,Rahul Patel,9,Geography,63
35066,Siddharth Rao,10,English,67
35067,Anjali Malhotra,10,English,78
35068,Dhruv Kumar,10,Computer Science,36
35069,Simran Verma,11,Math,49
35070,Yuvraj Thakur,12,English,39
35071,Aditya Krishnan,12,English,90
35072,Rajesh Kaur,9,Math,35
35073,Pallavi Malhotra,10,Science,98
35074,Aryan Desai,12,Science,67
35075,Simran Singh,12,Math,44
35076,Riya Gupta,9,Computer Science,55
35077,Sameer Joshi,12,Science,46
35078,Siddharth Kapoor,10,History,41
35079,Simran Joshi,11,Computer Science,92
35080,Karan Menon,10,History,84
35081,Ishita Kumar,9,History,59
35082,Ishita Agarwal,11,History,63
35083,Tanya Mehta,11,History,81
35084,Priya Kapoor,12,History,53
35085,Nisha Desai,9,History,97
35086,Ananya Kapoor,9,English,35
35087,Neha Pillai,10,English,89
35088,Anjali Joshi,9,Geography,69
35089,Shreya Verma,11,English,45
35090,Yuvraj Krishnan,12,English,62
35091,Aditi Krishnan,11,English,65
35092,Sameer Kulkarni,11,English,57
35093,Sara Thakur,12,English,65
35094,Anjali Desai,9,Computer Science,55
35095,Dhruv Menon,11,English,94
35096,Kabir Reddy,9,History,83
35097,Gaurav Desai,9,Computer Science,77
35098,Sara Saxena,12,Geography,46
35099,Karan Krishnan,10,Math,59
35100,Aarohi Desai,12,Geography,41
35101,Rohan Sharma,9,English,69
35102,Divya Bhat,10,Science,80
35103,Amit Reddy,10,History,69
35104,Gaurav Krishnan,11,Geography,86
35105,Karan Sharma,10,Geography,92
35106,Yash Sharma,12,History,58
35107,Meera Menon,12,Science,67
35108,Simran Joshi,10,Computer Science,98
35109,Rohan Shah,9,Math,80
35110,Nisha Reddy,9,Math,43
35111,Rahul Desai,11,Computer Science,90
35112,Ishita Chauhan,12,Computer Science,96
35113,Simran Thakur,9,English,73
35114,Pallavi Mehta,10,Geography,86
35115,Pooja Malhotra,12,Science,81
35116,Kavya Desai,9,Science,91
35117,Amit Nair,10,History,63
35118,Aditi Desai,10,English,36
35119,Dhruv Desai,12,Science,78
35120,Sara Kumar,10,Geography,82
35121,Devansh Agarwal,11,Math,89
35122,Rohan Joshi,11,Math,74
35123,Rajesh Thakur,9,History,53
35124,Divya Saxena,11,Computer Science,52
35125,Riya Choudhary,12,Science,65
35126,Manav Nambiar,10,Geography,41
35127,Vivek Thakur,11,Computer Science,60
35128,Pooja Kapoor,9,English,37
35129,Meera Menon,12,English,95
35130,Riya Singh,11,Math,92
35131,Vikram Desai,12,History,60
35132,Ananya Bose,11,Math,63
35133,Pooja Gupta,12,English,86
35134,Manav Malhotra,12,Computer Science,98
35135,Shreya Desai,12,History,57
35136,Pooja Thakur,9,History,39
35137,Yuvraj Iyer,10,Computer Science,92
35138,Rajesh Verma,10,History,86
35139,Devansh Nambiar,9,Computer Science,99
35140,Ishita Desai,12,Science,64
35141,Manav Nambiar,12,History,93
35142,Divya Desai,11,Science,86
35143,Kavya Menon,11,Computer Science,57
35144,Shreya Mehta,9,History,90
35145,Sameer Menon,9,Computer Science,36
35146,Pallavi Kulkarni,12,Math,40
35147,Kabir Bose,10,English,41
35148,Aarohi Shah,10,Computer Science,35
35149,Sameer Joshi,12,Science,63
35150,Arjun Trivedi,9,History,89
35151,Rohan Kapoor,9,History,37
35152,Shreya Menon,9,Geography,53
35153,Vikram Kulkarni,11,History,48
35154,Aarohi Singh,10,Math,93
35155,Aditya Shah,11,Computer Science,40
35156,Manav Rao,10,Geography,75
35157,Rajesh Pillai,12,English,70
35158,Nikhil Iyer,11,Geography,97
35159,Kavya Verma,9,Science,54
35160,Kavya Shah,10,Computer Science,55
35161,Rohan Agarwal,12,Science,56
35162,Arjun Desai,12,English,63
35163,Rahul Reddy,11,English,57
35164,Priya Kulkarni,11,Math,51
35165,Aarohi Kapoor,11,Geography,58
35166,Arjun Choudhary,12,Geography,68
35167,Aryan Bhat,10,History,46
35168,Dhruv Malhotra,11,Computer Science,95
35169,Arjun Joshi,9,English,84
35170,Simran Mehta,12,Science,75
35171,Tanya Sharma,9,Math,41
35172,Aditi Choudhary,11,Science,70
35173,Aryan Choudhary,12,History,80
35174,Tanya Pillai,11,Math,86
35175,Ananya Patel,10,Math,44
35176,Simran Choudhary,11,History,38
35177,Karan Nair,12,English,78
35178,Rohan Desai,9,Geography,39
35179,Vikram Joshi,12,History,59
35180,Neha Pillai,9,English,80
35181,Neha Bose,9,History,36
35182,Karan Thakur,12,Math,70
35183,Dhruv Nambiar,11,History,74
35184,Dhruv Shah,12,Geography,44
35185,Sneha Saxena,12,Math,82
35186,Neha Patel,9,Geography,36
35187,Yuvraj Reddy,10,Geography,41
35188,Ishita Gupta,9,Geography,89
35189,Kavya Menon,9,Computer Science,95
35190,Manav Agarwal,11,English,56
35191,Vivek Nair,12,Science,77
35192,Sanya Malhotra,10,Science,35
35193,Pooja Kulkarni,10,Science,87
35194,Nisha Thakur,9,Science,95
35195,Gaurav Kaur,12,Math,77
35196,Vikram Iyer,11,Science,42
35197,Neha Patel,9,History,87
35198,Manav Joshi,10,English,63
35199,Priya Nambiar,10,Math,75
35200,Vivek Joshi,9,Computer Science,99
35201,Kabir Choudhary,9,English,46
35202,Dhruv Desai,11,Geography,94
35203,Yuvraj Choudhary,11,English,71
35204,Vivek Saxena,11,Science,82
35205,Pallavi Mehta,11,English,78
35206,Anjali Rao,10,Computer Science,98
35207,Divya Bhat,11,Science,35
35208,Amit Gupta,9,Science,76
35209,Sara Gupta,11,Math,36
35210,Rohan Sharma,10,History,57
35211,Dhruv Kaur,11,History,60
35212,Devansh Patel,10,Science,68
35213,Devansh Menon,12,Geography,50
35214,Neha Thakur,11,English,37
35215,Tanya Malhotra,9,Science,62
35216,Priya Rao,10,Computer Science,46
35217,Shreya Rao,9,Math,87
35218,Riya Bhat,10,Computer Science,62
35219,Karan Kapoor,11,English,37
35220,Vikram Kaur,9,Computer Science,73
35221,Siddharth Thakur,11,Computer Science,47
35222,Sara Verma,11,Geography,59
35223,Siddharth Singh,9,Math,75
35224,Ananya Patel,9,Geography,61
35225,Aarohi Malhotra,10,English,93
35226,Aryan Desai,12,English,76
35227,Anjali Kulkarni,9,Geography,95
35228,Vivek Reddy,11,Computer Science,94
35229,Vivek Desai,11,English,36
35230,Gaurav Agarwal,10,Geography,62
35231,Pooja Kulkarni,10,Science,36
35232,Aditi Agarwal,12,Math,53
35233,Nisha Saxena,9,Computer Science,62
35234,Shreya Verma,12,Geography,78
35235,Gaurav Patel,12,Geography,37
35236,Aditya Agarwal,12,Geography,51
35237,Sara Mehta,10,English,58
35238,Aditi Bose,9,Computer Science,47
35239,Meera Kaur,11,English,74
35240,Aryan Gupta,11,Math,57
35241,Rajesh Nambiar,11,Computer Science,38
35242,Neha Saxena,12,History,70
35243,Vikram Thakur,9,History,36
35244,Kabir Rao,12,Computer Science,46
35245,Shreya Nambiar,9,English,49
35246,Anjali Joshi,12,Geography,86
35247,Sneha Nambiar,12,Computer Science,45
35248,Yash Joshi,10,Math,45
35249,Amit Trivedi,12,History,51
35250,Sanya Menon,12,Science,54
35251,Rohan Menon,10,Geography,59
35252,Karan Iyer,10,Science,93
35253,Karan Joshi,10,Geography,91
35254,Tanya Gupta,10,Computer Science,83
35255,Arjun Malhotra,9,Math,66
35256,Yuvraj Joshi,9,Computer Science,39
35257,Meera Kumar,9,Science,95
35258,Devansh Verma,12,Computer Science,37
35259,Vivek Kumar,9,Math,46
35260,Aarohi Nair,10,Science,99
35261,Priya Gupta,9,Math,50
35262,Siddharth Thakur,9,Science,65
35263,Karan Singh,9,Geography,69
35264,Amit Desai,10,Math,87
35265,Sanya Verma,10,Math,87
35266,Riya Agarwal,11,Geography,58
35267,Vikram Nair,12,Geography,79
35268,Aditya Mehta,11,Math,66
35269,Neha Krishnan,11,English,77
35270,Aryan Krishnan,12,Math,35
35271,Aryan Saxena,12,Science,57
35272,Dhruv Gupta,11,Science,94
35273,Kavya Verma,9,Science,69
35274,Shreya Kumar,9,Computer Science,67
35275,Vikram Sharma,10,Science,57
35276,Priya Singh,9,History,35
35277,Siddharth Agarwal,12,Science,47
35278,Rahul Thakur,10,Math,38
35279,Meera Rao,9,English,43
35280,Anjali Rao,11,Computer Science,63
35281,Dhruv Kulkarni,9,English,83
35282,Simran Mehta,10,Science,38
35283,Divya Choudhary,10,Science,37
35284,Sneha Patel,10,Geography,35
35285,Vivek Reddy,12,Geography,74
35286,Nisha Kapoor,10,English,72
35287,Sanya Agarwal,9,Science,61
35288,Kavya Gupta,10,Science,99
35289,Siddharth Bhat,12,English,54
35290,Sneha Verma,10,History,93
35291,Tanya Kumar,12,English,97
35292,Tanya Bhat,11,History,69
35293,Aarohi Nair,11,History,96
35294,Aarohi Kumar,9,Math,41
35295,Riya Krishnan,12,Geography,61
35296,Aditi Singh,11,Computer Science,93
35297,Anjali Singh,9,Geography,46
35298,Sneha Kumar,10,Math,50
35299,Yash Desai,12,Computer Science,98
35300,Devansh Nambiar,9,History,63
35301,Ishita Saxena,10,Math,42
35302,Aditi Singh,9,Geography,37
35303,Simran Choudhary,9,Computer Science,52
35304,Pooja Krishnan,10,Geography,94
35305,Sanya Rao,11,History,52
35306,Devansh Singh,10,Geography,63
35307,Siddharth Singh,10,History,80
35308,Siddharth Malhotra,10,Computer Science,55
35309,Yuvraj Singh,10,Geography,92
35310,Kabir Kulkarni,10,History,88
35311,Nikhil Thakur,12,Math,72
35312,Kavya Agarwal,9,Science,88
35313,Neha Shah,9,Computer Science,67
35314,Rahul Reddy,11,Math,53
35315,Arjun Saxena,12,English,53
35316,Manav Krishnan,12,Geography,72
35317,Karan Kumar,9,Math,96
35318,Rohan Krishnan,9,Geography,84
35319,Rahul Patel,12,Computer Science,88
35320,Vivek Bhat,12,Computer Science,53
35321,Divya Kulkarni,11,Math,82
35322,Rohan Agarwal,10,History,53
35323,Siddharth Bhat,10,Geography,57
35324,Meera Singh,12,Geography,77
35325,Aryan Krishnan,12,Geography,43
35326,Pallavi Rao,11,History,75
35327,Sara Joshi,10,English,100
35328,Nisha Thakur,9,Science,78
35329,Manav Rao,11,History,71
35330,Vivek Gupta,11,Geography,65
35331,Devansh Rao,9,Computer Science,42
35332,Siddharth Kaur,9,History,70
35333,Aditya Kulkarni,10,Geography,59
35334,Vikram Shah,11,History,90
35335,Shreya Trivedi,10,History,62
35336,Pallavi Singh,9,Geography,57
35337,Rajesh Verma,9,Math,89
35338,Manav Reddy,11,Computer Science,35
35339,Pooja Joshi,9,Geography,45
35340,Priya Desai,10,Math,57
35341,Priya Reddy,9,English,45
35342,Simran Menon,9,Computer Science,93
35343,Riya Iyer,10,English,87
35344,Manav Singh,9,Computer Science,44
35345,Riya Kumar,11,History,92
35346,Simran Rao,9,Science,61
35347,Riya Patel,11,Math,99
35348,Arjun Singh,11,History,46
35349,Aryan Nair,10,History,88
35350,Devansh Bhat,12,Geography,81
35351,Meera Menon,11,English,77
35352,Amit Krishnan,9,English,47
35353,Nisha Bose,9,Geography,100
35354,Anjali Chauhan,10,English,41
35355,Aditi Agarwal,12,English,60
35356,Tanya Kapoor,11,History,90
35357,Pallavi Iyer,9,Geography,74
35358,Amit Iyer,9,History,44
35359,Dhruv Trivedi,10,History,39
35360,Devansh Menon,10,English,67
35361,Karan Joshi,9,Computer Science,57
35362,Rahul Gupta,10,English,48
35363,Gaurav Reddy,9,Math,69
35364,Riya Chauhan,10,Geography,94
35365,Meera Choudhary,9,Geography,62
35366,Ananya Saxena,10,History,36
35367,Pallavi Krishnan,10,Science,71
35368,Rohan Rao,12,Math,47
35369,Devansh Saxena,9,Geography,38
35370,Ananya Rao,11,Computer Science,62
35371,Riya Kulkarni,9,English,86
35372,Riya Iyer,10,Computer Science,58
35373,Arjun Shah,12,Science,49
35374,Aarohi Krishnan,10,History,81
35375,Yash Kulkarni,11,Geography,66
35376,Vikram Kapoor,9,Geography,72
35377,Manav Mehta,10,English,49
35378,Gaurav Thakur,9,English,68
35379,Aditya Sharma,12,Geography,60
35380,Anjali Patel,10,History,36
35381,Sanya Thakur,10,History,88
35382,Ishita Nair,11,Geography,36
35383,Rahul Mehta,11,Science,47
35384,Sara Mehta,10,English,72
35385,Manav Joshi,12,Computer Science,49
35386,Yash Saxena,9,English,69
35387,Priya Patel,10,Computer Science,35
35388,Aditi Desai,10,History,88
35389,Pallavi Trivedi,10,Geography,69
35390,Riya Menon,11,Math,86
35391,Shreya Gupta,12,Geography,95
35392,Ananya Nair,11,Science,63
35393,Gaurav Desai,12,Computer Science,41
35394,Ishita Singh,9,Math,60
35395,Shreya Menon,11,Math,67
35396,Rahul Kapoor,12,Computer Science,48
35397,Tanya Mehta,9,Geography,88
35398,Vivek Sharma,12,Science,61
35399,Gaurav Agarwal,9,English,67
35400,Devansh Pillai,12,Science,43
35401,Sara Desai,12,History,65
35402,Dhruv Mehta,10,Geography,81
35403,Anjali Kulkarni,11,History,89
35404,Priya Shah,11,Computer Science,57
35405,Sneha Desai,12,English,70
35406,Arjun Nair,11,English,100
35407,Simran Nair,12,Math,50
35408,Aditya Bose,9,Math,79
35409,Karan Kulkarni,12,Math,48
35410,Yash Chauhan,11,English,43
35411,Yuvraj Krishnan,9,English,72
35412,Karan Rao,9,English,61
35413,Shreya Iyer,9,History,46
35414,Kavya Desai,9,Math,49
35415,Devansh Nambiar,10,Geography,57
35416,Yuvraj Thakur,10,Geography,100
35417,Meera Iyer,12,Science,72
35418,Shreya Singh,10,History,61
35419,Vivek Thakur,10,History,84
35420,Kabir Gupta,10,Science,67
35421,Devansh Nambiar,11,Science,81
35422,Shreya Sharma,9,History,64
35423,Aarohi Gupta,10,History,96
35424,Simran Kapoor,11,Science,53
35425,Karan Agarwal,10,Science,83
35426,Sanya Menon,9,English,48
35427,Pallavi Nambiar,10,History,50
35428,Anjali Shah,11,Geography,55
35429,Simran Reddy,10,English,99
35430,Riya Menon,9,Computer Science,68
35431,Rohan Kulkarni,11,Science,40
35432,Devansh Reddy,11,Computer Science,96
35433,Pooja Gupta,10,Math,85
35434,Sanya Rao,11,English,42
35435,Vikram Kumar,10,Geography,52
35436,Vikram Thakur,10,Geography,81
35437,Rajesh Kulkarni,11,Geography,71
35438,Pooja Nambiar,10,English,68
35439,Nikhil Bhat,12,Science,56
35440,Aarohi Bhat,12,Science,84
35441,Sneha Bhat,12,History,78
35442,Devansh Mehta,9,Science,36
35443,Pooja Verma,9,History,94
35444,Tanya Rao,9,Computer Science,70
35445,Amit Desai,10,Geography,81
35446,Sneha Singh,12,English,87
35447,Manav Desai,9,Math,100
35448,Rohan Nambiar,10,Geography,93
35449,Aryan Desai,9,History,99
35450,Aryan Shah,9,Computer Science,48
35451,Sameer Kapoor,11,Computer Science,53
35452,Yash Gupta,10,History,82
35453,Gaurav Choudhary,10,Geography,66
35454,Pallavi Choudhary,11,Math,88
35455,Sneha Bose,10,Geography,61
35456,Sara Agarwal,12,Computer Science,37
35457,Rahul Bhat,12,Computer Science,52
35458,Gaurav Pillai,11,Geography,84
35459,Simran Shah,12,History,67
35460,Shreya Choudhary,9,English,71
35461,Meera Malhotra,11,Geography,45
35462,Devansh Bhat,9,Computer Science,80
35463,Kavya Trivedi,12,Geography,35
35464,Neha Menon,10,Math,61
35465,Arjun Verma,11,History,64
35466,Arjun Joshi,9,Science,69
35467,Simran Bhat,10,Computer Science,93
35468,Manav Thakur,11,History,69
35469,Sanya Saxena,12,Geography,36
35470,Pooja Gupta,11,Geography,77
35471,Rahul Malhotra,11,Math,42
35472,Vikram Saxena,10,History,75
35473,Divya Kapoor,10,History,81
35474,Nisha Mehta,9,History,47
35475,Kabir Trivedi,9,Computer Science,58
35476,Divya Kulkarni,9,Geography,91
35477,Divya Sharma,9,Math,58
35478,Neha Kulkarni,12,History,43
35479,Shreya Nair,10,Science,65
35480,Priya Shah,12,Science,36
35481,Sneha Iyer,10,Computer Science,43
35482,Manav Verma,9,Science,40
35483,Aarohi Thakur,11,Science,56
35484,Anjali Chauhan,11,History,99
35485,Sameer Menon,10,English,52
35486,Aditi Krishnan,11,Science,35
35487,Pooja Bose,11,Computer Science,92
35488,Shreya Gupta,10,Computer Science,97
35489,Gaurav Malhotra,11,Science,44
35490,Aditya Verma,11,Math,42
35491,Simran Thakur,11,Science,70
35492,Dhruv Saxena,9,English,98
35493,Simran Mehta,9,English,85
35494,Divya Agarwal,9,Science,40
35495,Siddharth Chauhan,12,Computer Science,51
35496,Divya Kaur,10,Geography,86
35497,Kabir Desai,11,Computer Science,73
35498,Sneha Chauhan,12,Math,89
35499,Priya Reddy,12,Science,99
35500,Ananya Kumar,11,Science,39
35501,Dhruv Pillai,9,Science,88
35502,Manav Kaur,11,English,100
35503,Anjali Pillai,11,English,43
35504,Aarohi Patel,11,Science,52
35505,Sara Iyer,12,Geography,69
35506,Karan Thakur,10,History,65
35507,Anjali Malhotra,10,Geography,44
35508,Tanya Menon,9,Math,52
35509,Manav Kumar,11,Math,93
35510,Sameer Menon,11,Geography,96
35511,Tanya Nambiar,10,English,95
35512,Pooja Malhotra,9,English,55
35513,Karan Trivedi,10,Math,76
35514,Sneha Krishnan,10,History,52
35515,Kavya Pillai,11,Math,82
35516,Sara Patel,11,Math,45
35517,Yash Singh,9,Science,77
35518,Aditya Kulkarni,12,History,70
35519,Pooja Rao,12,Math,72
35520,Arjun Krishnan,11,Geography,66
35521,Rohan Bose,11,Computer Science,100
35522,Dhruv Nair,12,History,81
35523,Divya Malhotra,11,Geography,35
35524,Tanya Kulkarni,11,Geography,54
35525,Gaurav Menon,11,Science,41
35526,Meera Trivedi,10,Geography,43
35527,Neha Saxena,9,Computer Science,79
35528,Pallavi Kumar,9,Math,78
35529,Anjali Kulkarni,12,Geography,78
35530,Yash Menon,10,Computer Science,87
35531,Aditya Choudhary,11,Science,58
35532,Kabir Choudhary,12,Computer Science,39
35533,Riya Kulkarni,11,Math,37
35534,Sanya Mehta,9,Computer Science,71
35535,Vikram Agarwal,10,English,40
35536,Vivek Gupta,12,Math,63
35537,Rajesh Sharma,10,Geography,72
35538,Dhruv Gupta,11,Science,43
35539,Meera Bose,9,Science,37
35540,Devansh Saxena,11,English,42
35541,Rohan Trivedi,10,Geography,90
35542,Rajesh Joshi,11,History,35
35543,Pooja Bhat,9,Science,75
35544,Anjali Kapoor,9,History,57
35545,Sameer Shah,9,Geography,92
35546,Gaurav Bhat,11,Geography,59
35547,Manav Rao,11,Math,45
35548,Manav Rao,11,Geography,75
35549,Sameer Mehta,10,Math,87
35550,Rohan Thakur,10,Science,73
35551,Sameer Kapoor,11,Geography,46
35552,Nisha Patel,12,Science,69
35553,Gaurav Reddy,10,Computer Science,83
35554,Rahul Choudhary,9,Math,35
35555,Kabir Kaur,12,History,62
35556,Devansh Pillai,12,English,54
35557,Manav Sharma,12,History,57
35558,Riya Agarwal,10,Math,86
35559,Ishita Malhotra,10,Geography,41
35560,Gaurav Kapoor,12,Geography,84
35561,Aryan Bhat,9,Geography,73
35562,Anjali Kaur,12,Math,83
35563,Pooja Iyer,10,English,67
35564,Dhruv Gupta,11,Computer Science,80
35565,Rohan Rao,9,Geography,78
35566,Shreya Mehta,10,Computer Science,40
35567,Shreya Desai,11,Math,77
35568,Sameer Kulkarni,12,Computer Science,70
35569,Manav Rao,11,Math,85
35570,Neha Singh,9,Science,57
35571,Sameer Agarwal,9,Math,65
35572,Pooja Menon,9,History,36
35573,Arjun Chauhan,12,Computer Science,41
35574,Vivek Singh,9,Geography,66
35575,Anjali Malhotra,9,Science,69
35576,Pallavi Menon,10,Computer Science,54
35577,Yuvraj Saxena,10,Computer Science,54
35578,Dhruv Kulkarni,12,Computer Science,50
35579,Manav Menon,11,History,91
35580,Meera Kulkarni,11,Geography,51
35581,Nisha Joshi,12,Math,72
35582,Aditi Iyer,12,Science,40
35583,Ananya Chauhan,9,English,61
35584,Riya Malhotra,11,History,84
35585,Vivek Singh,9,Geography,69
35586,Dhruv Sharma,12,History,75
35587,Vikram Patel,9,Geography,70
35588,Vivek Patel,11,Science,57
35589,Aryan Malhotra,9,English,49
35590,Riya Shah,12,Geography,58
35591,Anjali Agarwal,10,Geography,64
35592,Amit Sharma,10,Science,71
35593,Pooja Menon,11,History,92
35594,Sara Agarwal,10,Geography,81
35595,Devansh Nair,10,Science,92
35596,Amit Iyer,9,History,58
35597,Rajesh Pillai,11,English,37
35598,Sanya Kapoor,10,Science,37
35599,Dhruv Kapoor,10,Geography,89
35600,Neha Pillai,11,Geography,98
35601,Vivek Joshi,10,English,42
35602,Aditi Menon,11,English,39
35603,Yash Menon,9,Computer Science,42
35604,Tanya Thakur,9,History,99
35605,Dhruv Chauhan,9,English,66
35606,Tanya Reddy,10,Geography,41
35607,Aditya Singh,12,Computer Science,37
35608,Yash Gupta,11,Math,39
35609,Riya Patel,12,Science,35
35610,Ananya Kumar,11,Math,57
35611,Sameer Malhotra,9,Math,65
35612,Ishita Saxena,11,History,95
35613,Nikhil Bhat,9,History,55
35614,Aditya Thakur,12,Geography,81
35615,Vivek Verma,9,History,67
35616,Karan Nair,9,Science,92
35617,Riya Saxena,10,Geography,78
35618,Kabir Shah,9,Computer Science,97
35619,Priya Gupta,12,Geography,87
35620,Dhruv Mehta,10,Geography,43
35621,Nikhil Mehta,9,English,88
35622,Karan Krishnan,9,Computer Science,92
35623,Vivek Thakur,9,Computer Science,66
35624,Riya Menon,9,English,45
35625,Nikhil Reddy,11,English,86
35626,Ishita Sharma,10,History,50
35627,Aarohi Bhat,10,Science,59
35628,Aditi Kaur,12,Geography,51
35629,Ananya Rao,9,English,73
35630,Ananya Verma,9,Science,82
35631,Priya Kapoor,11,Math,72
35632,Neha Agarwal,12,Math,97
35633,Neha Mehta,9,Science,35
35634,Nikhil Pillai,10,Geography,55
35635,Sanya Kapoor,9,English,40
35636,Dhruv Bose,12,Computer Science,85
35637,Sanya Chauhan,12,Science,57
35638,Rajesh Choudhary,10,English,57
35639,Ishita Gupta,9,Math,40
35640,Nikhil Pillai,11,Geography,63
35641,Aditya Choudhary,9,Computer Science,63
35642,Devansh Reddy,12,Geography,54
35643,Rahul Thakur,11,Computer Science,38
35644,Kabir Nair,10,History,48
35645,Yuvraj Pillai,11,Geography,35
35646,Siddharth Saxena,10,Computer Science,83
35647,Sara Kaur,10,Science,60
35648,Aditya Kapoor,12,Math,88
35649,Pooja Reddy,10,Computer Science,56
35650,Aryan Reddy,12,Computer Science,96
35651,Shreya Bhat,9,History,35
35652,Priya Agarwal,9,Computer Science,85
35653,Tanya Thakur,11,Math,65
35654,Sara Singh,9,History,83
35655,Riya Rao,11,Science,90
35656,Sameer Reddy,11,Science,44
35657,Nisha Bose,11,History,85
35658,Amit Gupta,12,Geography,38
35659,Riya Trivedi,10,Geography,42
35660,Tanya Mehta,9,English,92
35661,Pallavi Verma,11,Geography,69
35662,Manav Shah,12,History,95
35663,Aditya Kaur,11,Geography,80
35664,Vikram Verma,9,English,75
35665,Meera Mehta,10,Science,93
35666,Sameer Shah,11,Computer Science,69
35667,Pooja Pillai,9,History,90
35668,Neha Rao,11,Math,65
35669,Pooja Sharma,10,Science,79
35670,Tanya Singh,9,Geography,62
35671,Aarohi Saxena,11,Math,74
35672,Sameer Kulkarni,10,English,75
35673,Anjali Nair,12,Science,86
35674,Rahul Kumar,12,Math,66
35675,Dhruv Desai,10,History,36
35676,Aryan Krishnan,9,Geography,98
35677,Sneha Pillai,10,Math,58
35678,Sara Singh,9,Geography,36
35679,Yuvraj Kaur,10,History,89
35680,Nikhil Iyer,12,Science,49
35681,Pooja Bose,9,Math,50
35682,Anjali Verma,10,Computer Science,47
35683,Vikram Pillai,12,English,100
35684,Siddharth Pillai,10,English,53
35685,Aditya Singh,11,History,58
35686,Sameer Rao,10,Math,52
35687,Pooja Singh,10,Math,51
35688,Aryan Chauhan,11,Geography,44
35689,Aarohi Rao,10,Science,48
35690,Kabir Menon,11,Science,41
35691,Gaurav Bose,9,Geography,67
35692,Shreya Malhotra,10,English,97
35693,Pallavi Iyer,10,Geography,56
35694,Siddharth Patel,11,Science,59
35695,Sneha Bose,10,English,88
35696,Simran Shah,12,Science,43
35697,Shreya Kapoor,9,English,78
35698,Tanya Rao,11,Math,37
35699,Gaurav Verma,11,Science,68
35700,Aarohi Krishnan,10,Science,60
35701,Nikhil Kumar,11,Geography,71
35702,Sara Iyer,12,Math,51
35703,Aryan Sharma,9,History,42
35704,Yash Rao,12,Computer Science,87
35705,Rajesh Patel,9,Math,54
35706,Sanya Shah,12,History,59
35707,Amit Sharma,10,History,48
35708,Sanya Thakur,12,History,74
35709,Sara Joshi,10,Science,86
35710,Riya Kapoor,9,Computer Science,77
35711,Yuvraj Kulkarni,9,Computer Science,63
35712,Aarohi Pillai,12,English,58
35713,Aarohi Malhotra,10,English,87
35714,Siddharth Trivedi,11,Math,71
35715,Yuvraj Singh,11,Computer Science,86
35716,Tanya Pillai,10,English,95
35717,Riya Kumar,9,Computer Science,49
35718,Amit Nair,10,Geography,93
35719,Tanya Joshi,10,English,39
35720,Gaurav Pillai,9,Computer Science,76
35721,Anjali Kumar,9,Science,58
35722,Rohan Trivedi,9,Math,59
35723,Nisha Bose,10,Geography,76
35724,Gaurav Shah,11,History,74
35725,Kavya Kumar,10,Math,59
35726,Aryan Mehta,12,History,88
35727,Neha Kulkarni,10,Geography,55
35728,Riya Trivedi,12,Geography,100
35729,Nisha Kaur,10,Computer Science,70
35730,Pallavi Mehta,9,Geography,91
35731,Rohan Saxena,9,Math,64
35732,Gaurav Bhat,11,Math,75
35733,Yash Trivedi,12,Math,78
35734,Rahul Mehta,9,Geography,49
35735,Devansh Saxena,10,History,87
35736,Sanya Malhotra,9,History,48
35737,Priya Menon,10,English,57
35738,Simran Kaur,11,History,40
35739,Vivek Bhat,9,Science,56
35740,Riya Agarwal,9,Computer Science,79
35741,Dhruv Kapoor,10,Math,78
35742,Neha Sharma,12,Computer Science,42
35743,Siddharth Shah,11,Math,65
35744,Ishita Gupta,10,English,81
35745,Nikhil Nair,11,Math,59
35746,Anjali Agarwal,9,Computer Science,75
35747,Priya Iyer,12,History,60
